        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , VDDC Power Draw [W] , VDDCI Power Draw [W] , VRM Efficiency [%] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2022-04-16 09:38:19 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1876   ,        100   ,                       29   ,                       2693   ,                      137   ,                 118.0   ,             102.1   ,               10.7   ,             95.0   , 0.9313   ,               50.0   ,                 10020   ,
2022-04-16 09:38:20 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1877   ,         99   ,                       18   ,                       2693   ,                      137   ,                 121.0   ,              78.4   ,               10.7   ,             95.0   , 0.9313   ,               50.0   ,                 10020   ,
2022-04-16 09:38:21 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1878   ,        100   ,                       33   ,                       2693   ,                      137   ,                  91.3   ,             105.1   ,               10.7   ,             94.3   , 0.9313   ,               48.0   ,                 10017   ,
2022-04-16 09:38:22 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1876   ,        100   ,                       20   ,                       2693   ,                      137   ,                 121.6   ,              83.8   ,               10.7   ,             94.9   , 0.9313   ,               48.0   ,                 10017   ,
2022-04-16 09:38:23 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1876   ,         79   ,                       40   ,                       2693   ,                      137   ,                 105.8   ,              92.8   ,               10.7   ,             94.9   , 0.9313   ,               51.0   ,                 10017   ,
2022-04-16 09:38:24 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1876   ,        100   ,                       22   ,                       2693   ,                      137   ,                  94.7   ,             100.8   ,               10.7   ,             93.9   , 0.9313   ,               48.0   ,                 10026   ,
2022-04-16 09:38:25 ,        1216.0   ,           1750.0   ,               75.0   ,              50   ,                1882   ,         73   ,                       55   ,                       2659   ,                      137   ,                  58.8   ,              70.7   ,               10.7   ,             90.0   , 0.9500   ,               49.0   ,                 10025   ,
2022-04-16 09:38:26 ,        1216.0   ,           1750.0   ,               75.0   ,              50   ,                1882   ,         99   ,                       31   ,                       2658   ,                      137   ,                 103.4   ,              64.9   ,               10.7   ,             94.9   , 0.9375   ,               47.0   ,                  9996   ,
2022-04-16 09:38:27 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1878   ,         82   ,                       56   ,                       2658   ,                      137   ,                 102.8   ,             104.3   ,               10.7   ,             94.0   , 0.9375   ,               48.0   ,                  9984   ,
2022-04-16 09:38:28 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1877   ,         93   ,                       62   ,                       2658   ,                      137   ,                  81.6   ,              60.3   ,               10.7   ,             91.9   , 0.9375   ,               49.0   ,                  9972   ,
2022-04-16 09:38:29 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1878   ,         97   ,                       63   ,                       2658   ,                      137   ,                 116.5   ,              58.2   ,               10.7   ,             94.5   , 0.9313   ,               50.0   ,                  9971   ,
2022-04-16 09:38:30 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1878   ,         99   ,                       64   ,                       2658   ,                      137   ,                 119.6   ,              71.0   ,               10.7   ,             94.8   , 0.9313   ,               48.0   ,                  9971   ,
2022-04-16 09:38:31 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1876   ,        100   ,                       69   ,                       2658   ,                      137   ,                  87.8   ,              73.8   ,               10.7   ,             93.2   , 0.9375   ,               48.0   ,                  9946   ,
2022-04-16 09:38:32 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1877   ,         66   ,                       40   ,                       2658   ,                      137   ,                  84.6   ,             104.6   ,               10.7   ,             93.3   , 0.9375   ,               49.0   ,                  9948   ,
2022-04-16 09:38:33 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1877   ,         94   ,                       64   ,                       2658   ,                      137   ,                 123.7   ,              62.1   ,               10.7   ,             94.6   , 0.9313   ,               45.0   ,                  9950   ,
2022-04-16 09:38:34 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1879   ,         53   ,                       32   ,                       2658   ,                      137   ,                 105.9   ,              84.4   ,               10.7   ,             94.0   , 0.9375   ,               46.0   ,                  9951   ,
2022-04-16 09:38:35 ,        1216.0   ,           1750.0   ,               75.0   ,              50   ,                1882   ,         94   ,                       41   ,                       3021   ,                      138   ,                  93.9   ,              90.9   ,               10.7   ,             93.8   , 0.9375   ,               48.0   ,                  9987   ,
2022-04-16 09:38:36 ,        1216.0   ,           1750.0   ,               76.0   ,              50   ,                1877   ,         80   ,                       46   ,                       3021   ,                      138   ,                 111.8   ,              95.3   ,               10.7   ,             93.4   , 0.9313   ,               48.0   ,                  9970   ,
2022-04-16 09:38:37 ,        1216.0   ,           1750.0   ,               75.0   ,              50   ,                1881   ,        100   ,                       68   ,                       3012   ,                      138   ,                  77.3   ,              22.3   ,               10.7   ,             90.5   , 0.9437   ,               48.0   ,                  9971   ,
2022-04-16 09:38:38 ,        1216.0   ,           1750.0   ,               75.0   ,              50   ,                1880   ,         46   ,                       13   ,                       3012   ,                      138   ,                  84.5   ,              78.2   ,               10.7   ,             91.4   , 0.9375   ,               52.0   ,                 10002   ,
2022-04-16 09:38:39 ,        1216.0   ,           1750.0   ,               76.0   ,              49   ,                1877   ,         15   ,                        1   ,                       3012   ,                      138   ,                  91.4   ,              90.1   ,               10.7   ,             93.0   , 0.9375   ,               52.0   ,                 10002   ,
2022-04-16 09:38:40 ,        1216.0   ,           1750.0   ,               76.0   ,              49   ,                1842   ,         89   ,                       51   ,                       3023   ,                      138   ,                 108.3   ,              78.5   ,               10.7   ,             95.2   , 0.9313   ,               50.0   ,                 10007   ,
2022-04-16 09:38:41 ,        1216.0   ,           1750.0   ,               75.0   ,              49   ,                1844   ,         80   ,                       37   ,                       3014   ,                      138   ,                  79.1   ,              76.5   ,               10.7   ,             84.5   , 0.9500   ,               48.0   ,                 10005   ,
2022-04-16 09:38:42 ,        1216.0   ,           1750.0   ,               76.0   ,              49   ,                1841   ,         97   ,                       57   ,                       2610   ,                      138   ,                 100.6   ,             100.8   ,               10.7   ,             94.3   , 0.9313   ,               47.0   ,                 10009   ,
2022-04-16 09:38:43 ,        1216.0   ,           1750.0   ,               76.0   ,              49   ,                1840   ,         88   ,                       50   ,                       2610   ,                      138   ,                 102.1   ,             102.2   ,               10.7   ,             94.9   , 0.9313   ,               48.0   ,                 10010   ,
2022-04-16 09:38:44 ,        1216.0   ,           1750.0   ,               77.0   ,              49   ,                1839   ,        100   ,                       42   ,                       2610   ,                      138   ,                 118.1   ,              62.8   ,               10.7   ,             95.0   , 0.9313   ,               48.0   ,                 10010   ,
2022-04-16 09:38:45 ,        1216.0   ,           1750.0   ,               76.0   ,              49   ,                1841   ,        100   ,                       18   ,                       2610   ,                      138   ,                 106.9   ,              93.4   ,               10.7   ,             93.8   , 0.9375   ,               48.0   ,                 10010   ,
2022-04-16 09:38:46 ,        1216.0   ,           1750.0   ,               77.0   ,              49   ,                1842   ,         99   ,                       49   ,                       2610   ,                      138   ,                 109.4   ,             108.5   ,               10.7   ,             94.6   , 0.9313   ,               48.0   ,                 10011   ,
2022-04-16 09:38:47 ,        1216.0   ,           1750.0   ,               77.0   ,              49   ,                1841   ,         99   ,                       42   ,                       2610   ,                      138   ,                 125.2   ,              71.9   ,               10.7   ,             94.6   , 0.9313   ,               49.0   ,                 10011   ,
2022-04-16 09:38:48 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1843   ,        100   ,                       43   ,                       2610   ,                      138   ,                 101.4   ,              90.5   ,               10.7   ,             93.4   , 0.9375   ,               48.0   ,                 10011   ,
2022-04-16 09:38:49 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1877   ,        100   ,                       26   ,                       2610   ,                      138   ,                 120.8   ,              89.1   ,               10.7   ,             95.0   , 0.9313   ,               49.0   ,                 10011   ,
2022-04-16 09:38:50 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1877   ,        100   ,                       71   ,                       2610   ,                      138   ,                  99.4   ,              89.5   ,               10.7   ,             93.8   , 0.9375   ,               46.0   ,                 10011   ,
2022-04-16 09:38:51 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1878   ,        100   ,                       34   ,                       2610   ,                      138   ,                 117.5   ,              78.8   ,               10.7   ,             94.8   , 0.9313   ,               48.0   ,                 10014   ,
2022-04-16 09:38:52 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1877   ,         99   ,                       51   ,                       2610   ,                      138   ,                 111.1   ,              75.7   ,               10.7   ,             94.5   , 0.9313   ,               51.0   ,                 10011   ,
2022-04-16 09:38:53 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1896   ,        100   ,                       19   ,                       2610   ,                      138   ,                 106.2   ,              96.6   ,               10.7   ,             93.7   , 0.9375   ,               49.0   ,                 10011   ,
2022-04-16 09:38:54 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1912   ,         99   ,                       21   ,                       2610   ,                      138   ,                 117.7   ,              81.2   ,               10.7   ,             95.3   , 0.9313   ,               47.0   ,                  9999   ,
2022-04-16 09:38:55 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         99   ,                       50   ,                       2610   ,                      138   ,                 116.9   ,             102.5   ,               10.7   ,             94.6   , 0.9313   ,               51.0   ,                 10028   ,
2022-04-16 09:38:56 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       24   ,                       2610   ,                      138   ,                 117.9   ,              67.7   ,               10.7   ,             94.5   , 0.9375   ,               47.0   ,                  9994   ,
2022-04-16 09:38:57 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,        100   ,                       28   ,                       2610   ,                      138   ,                 110.3   ,              78.2   ,               10.7   ,             94.3   , 0.9375   ,               48.0   ,                  9990   ,
2022-04-16 09:38:58 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         37   ,                       13   ,                       2610   ,                      138   ,                 112.0   ,              92.8   ,               10.7   ,             95.0   , 0.9313   ,               47.0   ,                  9990   ,
2022-04-16 09:38:59 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       31   ,                       2610   ,                      138   ,                  91.7   ,              89.3   ,               10.7   ,             93.6   , 0.9375   ,               46.0   ,                  9990   ,
2022-04-16 09:39:00 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1912   ,        100   ,                       45   ,                       2610   ,                      138   ,                  95.1   ,              98.8   ,               10.7   ,             94.5   , 0.9313   ,               47.0   ,                  9990   ,
2022-04-16 09:39:01 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,         99   ,                       50   ,                       2610   ,                      138   ,                 107.9   ,              79.4   ,               10.7   ,             94.4   , 0.9313   ,               47.0   ,                  9990   ,
2022-04-16 09:39:02 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       43   ,                       2610   ,                      138   ,                 107.3   ,              67.2   ,               10.7   ,             94.8   , 0.9313   ,               47.0   ,                  9990   ,
2022-04-16 09:39:03 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       16   ,                       2610   ,                      138   ,                  96.3   ,              93.5   ,               10.7   ,             94.0   , 0.9313   ,               48.0   ,                  9990   ,
2022-04-16 09:39:04 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,        100   ,                       40   ,                       2610   ,                      138   ,                 119.0   ,              77.6   ,               10.7   ,             94.7   , 0.9313   ,               49.0   ,                  9990   ,
2022-04-16 09:39:05 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,        100   ,                       25   ,                       2610   ,                      138   ,                  91.3   ,             105.0   ,               10.7   ,             94.2   , 0.9313   ,               52.0   ,                 10008   ,
2022-04-16 09:39:06 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1912   ,        100   ,                       18   ,                       2610   ,                      138   ,                 113.8   ,              85.8   ,               10.7   ,             95.2   , 0.9313   ,               50.0   ,                 10008   ,
2022-04-16 09:39:07 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,        100   ,                       16   ,                       2610   ,                      138   ,                  94.9   ,              89.1   ,               10.7   ,             93.9   , 0.9313   ,               48.0   ,                 10008   ,
2022-04-16 09:39:08 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,         95   ,                       38   ,                       2610   ,                      138   ,                 112.0   ,             103.7   ,               10.7   ,             94.8   , 0.9313   ,               47.0   ,                 10009   ,
2022-04-16 09:39:09 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         64   ,                       21   ,                       2610   ,                      138   ,                 107.4   ,             102.0   ,               10.7   ,             94.8   , 0.9313   ,               47.0   ,                 10009   ,
2022-04-16 09:39:10 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,         97   ,                       53   ,                       2610   ,                      138   ,                  98.5   ,              94.6   ,               10.7   ,             94.6   , 0.9313   ,               47.0   ,                 10008   ,
2022-04-16 09:39:11 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         99   ,                       51   ,                       2610   ,                      138   ,                 114.5   ,             101.7   ,               10.7   ,             94.8   , 0.9313   ,               51.0   ,                 10009   ,
2022-04-16 09:39:12 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       47   ,                       2610   ,                      138   ,                 116.5   ,              59.9   ,               10.7   ,             94.8   , 0.9313   ,               48.0   ,                 10011   ,
2022-04-16 09:39:13 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1916   ,        100   ,                       16   ,                       2610   ,                      138   ,                 124.8   ,              79.8   ,               10.7   ,             94.7   , 0.9313   ,               48.0   ,                 10010   ,
2022-04-16 09:39:14 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1916   ,         99   ,                       39   ,                       2610   ,                      138   ,                 105.4   ,             101.0   ,               10.7   ,             94.8   , 0.9313   ,               48.0   ,                 10010   ,
2022-04-16 09:39:15 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       52   ,                       2610   ,                      138   ,                  98.8   ,              97.5   ,               10.7   ,             95.2   , 0.9313   ,               50.0   ,                 10011   ,
2022-04-16 09:39:16 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       42   ,                       2610   ,                      138   ,                 117.3   ,              74.5   ,               10.7   ,             94.3   , 0.9375   ,               48.0   ,                 10011   ,
2022-04-16 09:39:17 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,        100   ,                       41   ,                       2610   ,                      138   ,                 116.2   ,              99.4   ,               10.7   ,             94.9   , 0.9313   ,               48.0   ,                 10012   ,
2022-04-16 09:39:18 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         99   ,                       15   ,                       2610   ,                      138   ,                 119.0   ,              78.0   ,               10.7   ,             94.7   , 0.9313   ,               48.0   ,                 10012   ,
2022-04-16 09:39:19 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         89   ,                       42   ,                       2610   ,                      138   ,                 125.4   ,              80.6   ,               10.7   ,             94.7   , 0.9313   ,               46.0   ,                 10009   ,
2022-04-16 09:39:20 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,        100   ,                       19   ,                       2610   ,                      138   ,                  91.4   ,              95.5   ,               10.7   ,             94.2   , 0.9313   ,               48.0   ,                 10001   ,
2022-04-16 09:39:21 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1916   ,         88   ,                       40   ,                       2610   ,                      138   ,                 125.4   ,              78.6   ,               10.7   ,             94.7   , 0.9313   ,               48.0   ,                  9994   ,
2022-04-16 09:39:22 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1916   ,        100   ,                       42   ,                       2610   ,                      138   ,                 125.1   ,              90.9   ,               10.7   ,             94.4   , 0.9313   ,               49.0   ,                  9993   ,
2022-04-16 09:39:23 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         95   ,                       44   ,                       2610   ,                      138   ,                 106.9   ,              95.7   ,               10.7   ,             94.2   , 0.9375   ,               49.0   ,                  9993   ,
2022-04-16 09:39:24 ,        1216.0   ,           1750.0   ,               78.0   ,              50   ,                1913   ,        100   ,                       28   ,                       2610   ,                      138   ,                 116.1   ,              73.1   ,               10.7   ,             94.2   , 0.9375   ,               48.0   ,                  9993   ,
2022-04-16 09:39:25 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,         99   ,                       25   ,                       2610   ,                      138   ,                  99.4   ,              92.9   ,               10.7   ,             94.2   , 0.9375   ,               49.0   ,                  9994   ,
2022-04-16 09:39:26 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       19   ,                       2610   ,                      138   ,                 109.1   ,              86.4   ,               10.7   ,             93.8   , 0.9375   ,               50.0   ,                  9993   ,
2022-04-16 09:39:27 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         99   ,                       46   ,                       2610   ,                      138   ,                 111.4   ,             109.7   ,               10.7   ,             94.9   , 0.9313   ,               51.0   ,                  9993   ,
2022-04-16 09:39:28 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1916   ,         91   ,                       44   ,                       2610   ,                      138   ,                 127.8   ,              93.6   ,               10.7   ,             95.1   , 0.9313   ,               49.0   ,                  9992   ,
2022-04-16 09:39:29 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       30   ,                       2610   ,                      138   ,                 100.2   ,              87.9   ,               10.7   ,             93.8   , 0.9375   ,               48.0   ,                  9992   ,
2022-04-16 09:39:30 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,        100   ,                       16   ,                       2610   ,                      138   ,                  67.7   ,              96.4   ,               10.7   ,             93.6   , 0.9375   ,               48.0   ,                  9992   ,
2022-04-16 09:39:31 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       42   ,                       2610   ,                      138   ,                 117.7   ,              77.3   ,               10.7   ,             94.1   , 0.9375   ,               51.0   ,                 10009   ,
2022-04-16 09:39:32 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1916   ,        100   ,                       41   ,                       2610   ,                      138   ,                 116.3   ,              84.0   ,               10.7   ,             91.6   , 0.9437   ,               50.0   ,                 10009   ,
2022-04-16 09:39:33 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,        100   ,                       17   ,                       2610   ,                      138   ,                 112.3   ,              89.2   ,               10.7   ,             93.0   , 0.9313   ,               49.0   ,                 10009   ,
2022-04-16 09:39:34 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,        100   ,                       42   ,                       2610   ,                      138   ,                  85.2   ,              93.3   ,               10.7   ,             94.1   , 0.9375   ,               48.0   ,                 10008   ,
2022-04-16 09:39:35 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,        100   ,                       18   ,                       2610   ,                      138   ,                  92.8   ,              89.8   ,               10.7   ,             93.9   , 0.9313   ,               47.0   ,                 10008   ,
2022-04-16 09:39:36 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,         99   ,                       18   ,                       2610   ,                      138   ,                 117.7   ,              87.5   ,               10.7   ,             95.2   , 0.9313   ,               47.0   ,                 10008   ,
2022-04-16 09:39:37 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       58   ,                       2610   ,                      138   ,                  97.2   ,             109.1   ,               10.7   ,             94.2   , 0.9313   ,               47.0   ,                 10008   ,
2022-04-16 09:39:38 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,        100   ,                       35   ,                       2610   ,                      138   ,                 117.0   ,              97.7   ,               10.7   ,             95.1   , 0.9313   ,               49.0   ,                 10008   ,
2022-04-16 09:39:39 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       26   ,                       2610   ,                      138   ,                 102.9   ,              97.4   ,               10.7   ,             93.3   , 0.9375   ,               51.0   ,                  9931   ,
2022-04-16 09:39:40 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         97   ,                       38   ,                       2610   ,                      138   ,                 111.3   ,              76.5   ,               10.7   ,             94.7   , 0.9313   ,               48.0   ,                  9930   ,
2022-04-16 09:39:41 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,        100   ,                       31   ,                       2610   ,                      138   ,                 116.0   ,              82.3   ,               10.7   ,             94.8   , 0.9313   ,               49.0   ,                  9932   ,
2022-04-16 09:39:42 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,        100   ,                       46   ,                       2610   ,                      138   ,                 103.6   ,              89.6   ,               10.7   ,             93.5   , 0.9375   ,               49.0   ,                  9934   ,
2022-04-16 09:39:43 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         53   ,                       34   ,                       2610   ,                      138   ,                  96.5   ,              89.8   ,               10.7   ,             94.1   , 0.9313   ,               50.0   ,                  9937   ,
2022-04-16 09:39:44 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,         99   ,                       20   ,                       2610   ,                      138   ,                  93.8   ,              99.7   ,               10.7   ,             94.6   , 0.9375   ,               50.0   ,                  9943   ,
2022-04-16 09:39:45 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1914   ,        100   ,                       37   ,                       2610   ,                      138   ,                  90.4   ,             102.0   ,               10.7   ,             94.3   , 0.9313   ,               50.0   ,                  9940   ,
2022-04-16 09:39:46 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,         93   ,                       30   ,                       2610   ,                      138   ,                 113.0   ,              80.6   ,               10.7   ,             94.7   , 0.9375   ,               47.0   ,                  9920   ,
2022-04-16 09:39:47 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1913   ,        100   ,                       35   ,                       2610   ,                      138   ,                  94.1   ,              93.9   ,               10.7   ,             93.6   , 0.9375   ,               49.0   ,                  9916   ,
2022-04-16 09:39:48 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,        100   ,                       15   ,                       2610   ,                      138   ,                 107.8   ,              85.1   ,               10.7   ,             94.1   , 0.9375   ,               46.0   ,                  9916   ,
2022-04-16 09:39:49 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1916   ,        100   ,                       28   ,                       2610   ,                      138   ,                 117.1   ,              82.0   ,               10.7   ,             94.9   , 0.9313   ,               47.0   ,                  9916   ,
2022-04-16 09:39:50 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,         97   ,                       25   ,                       2610   ,                      138   ,                 118.5   ,              88.5   ,               10.7   ,             95.2   , 0.9313   ,               48.0   ,                  9915   ,
2022-04-16 09:39:51 ,        1216.0   ,           1750.0   ,               78.0   ,              50   ,                1914   ,        100   ,                       35   ,                       2610   ,                      138   ,                 114.8   ,              96.3   ,               10.7   ,             95.1   , 0.9313   ,               47.0   ,                  9916   ,
2022-04-16 09:39:52 ,        1216.0   ,           1750.0   ,               78.0   ,              50   ,                1915   ,        100   ,                       17   ,                       2610   ,                      138   ,                  94.0   ,              99.2   ,               10.7   ,             94.3   , 0.9313   ,               49.0   ,                  9915   ,
2022-04-16 09:39:53 ,        1216.0   ,           1750.0   ,               77.0   ,              50   ,                1915   ,        100   ,                       23   ,                       2610   ,                      138   ,                 118.3   ,              84.0   ,               10.7   ,             94.9   , 0.9313   ,               49.0   ,                  9915   ,
2022-04-16 09:39:54 ,        1216.0   ,           1750.0   ,               78.0   ,              50   ,                1916   ,        100   ,                       38   ,                       2610   ,                      138   ,                 116.8   ,              87.0   ,               10.7   ,             94.8   , 0.9313   ,               48.0   ,                  9918   ,
2022-04-16 09:39:55 ,        1216.0   ,           1750.0   ,               78.0   ,              50   ,                1917   ,        100   ,                       32   ,                       2610   ,                      138   ,                  99.5   ,              89.1   ,               10.7   ,             93.8   , 0.9375   ,               48.0   ,                  9919   ,
2022-04-16 09:39:56 ,        1216.0   ,           1750.0   ,               78.0   ,              51   ,                1934   ,        100   ,                       58   ,                       2610   ,                      138   ,                 118.5   ,              75.8   ,               10.7   ,             94.6   , 0.9375   ,               49.0   ,                  9915   ,
2022-04-16 09:39:57 ,        1216.0   ,           1750.0   ,               77.0   ,              51   ,                1950   ,        100   ,                       47   ,                       2610   ,                      138   ,                 103.8   ,              83.6   ,               10.7   ,             93.8   , 0.9375   ,               50.0   ,                  9932   ,
