        Date        , GPU Clock [MHz] , Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Controller Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , VDDC Power Draw [W] , VDDCI Power Draw [W] , VRM Efficiency [%] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2022-04-16 09:16:05 ,        1216.0   ,           1750.0   ,               72.0   ,              47   ,                1770   ,         96   ,                       65   ,                       2742   ,                      158   ,                 108.4   ,              86.3   ,               10.7   ,             94.4   , 0.9375   ,               52.0   ,                 10944   ,
2022-04-16 09:16:06 ,        1216.0   ,           1750.0   ,               72.0   ,              48   ,                1799   ,        100   ,                       36   ,                       2874   ,                      158   ,                  89.4   ,              99.9   ,               10.7   ,             94.2   , 0.9375   ,               49.0   ,                 10827   ,
2022-04-16 09:16:07 ,        1216.0   ,           1750.0   ,               73.0   ,              49   ,                1810   ,        100   ,                       22   ,                       2874   ,                      158   ,                 101.8   ,             106.4   ,               10.7   ,             94.0   , 0.9375   ,               51.0   ,                 10676   ,
2022-04-16 09:16:08 ,        1216.0   ,           1750.0   ,               73.0   ,              49   ,                1836   ,        100   ,                       41   ,                       2874   ,                      158   ,                 114.1   ,              89.7   ,               10.7   ,             94.5   , 0.9313   ,               55.0   ,                 10454   ,
2022-04-16 09:16:09 ,        1216.0   ,           1750.0   ,               73.0   ,              50   ,                1871   ,         94   ,                       56   ,                       2874   ,                      158   ,                 108.8   ,              88.6   ,               10.7   ,             94.9   , 0.9313   ,               53.0   ,                 10370   ,
2022-04-16 09:16:10 ,        1216.0   ,           1750.0   ,               74.0   ,              50   ,                1903   ,         64   ,                       46   ,                       2874   ,                      158   ,                 103.7   ,              95.0   ,               10.7   ,             94.8   , 0.9313   ,               51.0   ,                 10275   ,
2022-04-16 09:16:11 ,        1216.0   ,           1750.0   ,               74.0   ,              51   ,                1932   ,        100   ,                       51   ,                       2873   ,                      158   ,                 107.7   ,              90.5   ,               10.7   ,             94.8   , 0.9313   ,               53.0   ,                 10299   ,
2022-04-16 09:16:12 ,        1216.0   ,           1750.0   ,               73.0   ,              52   ,                1951   ,         91   ,                       36   ,                       2874   ,                      158   ,                 114.1   ,              86.0   ,               10.7   ,             91.7   , 0.9375   ,               52.0   ,                 10303   ,
2022-04-16 09:16:13 ,        1216.0   ,           1750.0   ,               74.0   ,              52   ,                1985   ,        100   ,                       33   ,                       2874   ,                      158   ,                 101.9   ,             105.6   ,               10.7   ,             94.2   , 0.9375   ,               52.0   ,                 10276   ,
2022-04-16 09:16:14 ,        1216.0   ,           1750.0   ,               74.0   ,              53   ,                2020   ,        100   ,                       26   ,                       2874   ,                      158   ,                  83.3   ,              90.3   ,               10.7   ,             94.6   , 0.9313   ,               52.0   ,                 10279   ,
2022-04-16 09:16:15 ,        1216.0   ,           1750.0   ,               74.0   ,              53   ,                2054   ,         91   ,                       37   ,                       2874   ,                      158   ,                 117.5   ,              89.4   ,               10.7   ,             94.9   , 0.9313   ,               51.0   ,                 10285   ,
2022-04-16 09:16:16 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2073   ,        100   ,                        9   ,                       2874   ,                      158   ,                 103.5   ,              92.1   ,               10.7   ,             94.3   , 0.9313   ,               53.0   ,                 10312   ,
2022-04-16 09:16:17 ,        1216.0   ,           1750.0   ,               74.0   ,              54   ,                2104   ,         99   ,                       11   ,                       2874   ,                      158   ,                 107.4   ,              92.3   ,               10.7   ,             94.4   , 0.9313   ,               49.0   ,                 10315   ,
2022-04-16 09:16:18 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2132   ,        100   ,                       23   ,                       2877   ,                      158   ,                  81.6   ,             101.0   ,               10.7   ,             93.8   , 0.9375   ,               50.0   ,                 10313   ,
2022-04-16 09:16:19 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,        100   ,                       26   ,                       2879   ,                      158   ,                 100.1   ,              81.8   ,               10.7   ,             94.0   , 0.9375   ,               50.0   ,                 10320   ,
2022-04-16 09:16:20 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,         78   ,                       16   ,                       2879   ,                      158   ,                 104.5   ,              92.1   ,               10.7   ,             94.4   , 0.9313   ,               48.0   ,                 10314   ,
2022-04-16 09:16:21 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,        100   ,                       74   ,                       2879   ,                      158   ,                 105.2   ,              64.1   ,               10.7   ,             94.0   , 0.9313   ,               51.0   ,                 10306   ,
2022-04-16 09:16:22 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2148   ,        100   ,                       27   ,                       2879   ,                      158   ,                  71.6   ,             104.1   ,               10.7   ,             94.3   , 0.9375   ,               50.0   ,                 10304   ,
2022-04-16 09:16:23 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2148   ,        100   ,                        7   ,                       2879   ,                      158   ,                  94.6   ,             100.6   ,               10.7   ,             94.0   , 0.9375   ,               50.0   ,                 10254   ,
2022-04-16 09:16:24 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2148   ,        100   ,                       59   ,                       2879   ,                      158   ,                 105.5   ,              82.0   ,               10.7   ,             94.2   , 0.9313   ,               49.0   ,                 10199   ,
2022-04-16 09:16:25 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,         60   ,                       27   ,                       2879   ,                      158   ,                 111.8   ,              81.9   ,               10.7   ,             93.6   , 0.9375   ,               50.0   ,                 10201   ,
2022-04-16 09:16:26 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2148   ,        100   ,                       42   ,                       2879   ,                      158   ,                 106.4   ,              93.9   ,               10.7   ,             94.6   , 0.9313   ,               50.0   ,                 10202   ,
2022-04-16 09:16:27 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,        100   ,                       29   ,                       2879   ,                      158   ,                 101.2   ,              98.2   ,               10.7   ,             94.1   , 0.9375   ,               51.0   ,                 10202   ,
2022-04-16 09:16:28 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2147   ,        100   ,                       47   ,                       2881   ,                      158   ,                 109.8   ,              89.5   ,               10.7   ,             94.5   , 0.9313   ,               52.0   ,                 10205   ,
2022-04-16 09:16:29 ,        1216.0   ,           1750.0   ,               74.0   ,              55   ,                2149   ,         96   ,                       15   ,                       2881   ,                      158   ,                 112.3   ,              89.7   ,               10.7   ,             95.1   , 0.9313   ,               50.0   ,                 10206   ,
